"V1","V2","V3","V4","V5","V6"
211,1661,944,2429,2702,1337
354,2746,2222,3343,3415,1280
3522,749,1118,3030,1384,2866
881,1123,2464,443,524,3055
86,741,2502,3220,3008,478
3178,504,1973,946,3059,3014
1172,1139,371,2398,127,1597
1744,2925,1613,3337,1712,2641
1586,2374,658,3062,1894,176
315,1992,2318,1510,2630,3130
1489,3211,1907,3185,351,3093
2392,697,2779,1246,2199,192
1988,528,960,3248,2,632
91,2269,90,2501,2642,607
590,3076,3393,233,131,1081
429,752,2337,839,1233,2397
1337,3500,2629,1661,3293,2150
2788,668,1879,222,2452,109
3423,3206,1223,2770,798,1999
1551,360,3152,2347,1556,3184
1141,2310,1638,1726,1460,596
3148,365,1479,216,603,812
2860,2773,821,2865,2296,45
2828,3338,3377,2266,1215,116
3226,3139,1300,1350,1206,613
1342,2144,3066,76,2826,1114
1473,2498,3248,1605,1387,300
1645,2678,3339,1010,676,2355
2238,414,591,1535,2221,1740
1507,1902,1629,3072,700,1233
2624,292,2032,31,3305,3271
2125,3329,2783,251,2056,585
3190,1573,2579,705,694,275
1949,2366,1419,726,2852,1030
569,3493,1658,2352,2830,2445
1954,694,2000,1573,2976,2287
3473,3290,1361,562,1324,9
2480,773,2911,1644,3463,382
2911,2105,3462,2608,773,2130
1045,1200,3256,2921,1345,2365
2961,402,135,430,2914,130
2928,282,2002,171,149,2787
1224,2831,1629,1198,54,700
1859,3370,2952,1815,2884,1509
843,3299,3174,2900,1196,2958
3222,792,1012,40,2846,1021
2382,665,3368,896,3513,2407
253,1287,3067,1438,2768,2503
2481,3461,3045,9,1953,562
1464,1177,1864,3507,2623,1519
219,1499,3269,2552,2691,1504
2756,3324,3212,1740,647,2404
1432,3238,3153,1062,1178,1487
3245,629,473,3309,1830,1040
2453,2669,3252,2790,2267,2880
289,1040,510,1695,3245,2196
2003,963,3400,2107,3020,160
1144,2652,3373,1354,538,3210
244,2068,537,11,3183,1079
453,4,962,1189,1178,1440
2891,3244,2703,1589,2945,2027
2024,558,3260,1527,982,1933
3311,1574,2513,2407,3302,2834
388,965,2913,1424,2819,47
158,1173,2563,1091,2774,2762
1567,483,1572,2009,619,374
1360,328,1146,10,1391,795
1850,2210,918,1152,1158,359
569,3459,3053,2352,706,151
3240,165,2185,367,3372,3230
2046,2290,1608,2730,1457,2673
1036,2568,3111,757,3302,2683
469,564,2476,2875,3036,2386
2232,419,987,1726,3176,596
2217,2285,1221,1084,3064,3058
3441,815,3293,2150,134,2008
1745,3243,736,2353,3421,3104
1908,2882,1242,2916,1316,235
426,1850,1785,1683,404,793
385,1839,2149,3524,451,765
3058,3170,801,3087,1048,1477
1289,2290,3391,2159,2084,844
1519,3192,3474,1464,2417,239
1010,153,3029,2355,633,54
2180,2013,2649,1434,223,1372
1117,458,1517,2818,3034,2913
1663,958,2532,1245,3345,348
2605,772,907,348,2451,1910
785,3368,1660,1423,2382,3471
2067,2959,569,592,1658,932
1673,1282,995,274,3233,2668
3359,770,460,334,122,1826
2834,1574,487,2980,3487,1036
302,1567,148,30,2686,593
207,1624,3354,1362,3038,1252
1334,468,98,3198,2695,1254
951,2747,257,2778,1759,337
3013,3427,3201,2175,1118,3030
87,28,597,2373,761,318
765,2902,3504,385,2183,1208
1512,2843,1389,2454,363,2534
61,2786,3181,1746,777,281
2725,532,2520,1836,3316,1686
2478,7,1964,3408,1837,1119
2399,2186,105,1453,2032,3305
